n = 49
323	295	323	380	440	494	541	204	204	295	380	449	506	554	204	0	204	323	408	473	527	204	204	295	380	449	506	554	323	295	323	380	440	494	541	380	380	408	449	494	537	576	449	440	449	473	506	541	576
380	323	295	323	380	440	494	295	204	204	295	380	449	506	323	204	0	204	323	408	473	295	204	204	295	380	449	506	380	323	295	323	380	440	494	408	380	380	408	449	494	537	473	449	440	449	473	506	541
440	380	323	295	323	380	440	380	295	204	204	295	380	449	408	323	204	0	204	323	408	380	295	204	204	295	380	449	440	380	323	295	323	380	440	449	408	380	380	408	449	494	506	473	449	440	449	473	506
494	440	380	323	295	323	380	449	380	295	204	204	295	380	473	408	323	204	0	204	323	449	380	295	204	204	295	380	494	440	380	323	295	323	380	494	449	408	380	380	408	449	541	506	473	449	440	449	473
541	494	440	380	323	295	323	506	449	380	295	204	204	295	527	473	408	323	204	0	204	506	449	380	295	204	204	295	541	494	440	380	323	295	323	537	494	449	408	380	380	408	576	541	506	473	449	440	449
583	541	494	440	380	323	295	554	506	449	380	295	204	204	572	527	473	408	323	204	0	554	506	449	380	295	204	204	583	541	494	440	380	323	295	576	537	494	449	408	380	380	609	576	541	506	473	449	440
380	380	408	449	494	537	576	295	323	380	440	494	541	583	204	204	295	380	449	506	554	0	204	323	408	473	527	572	204	204	295	380	449	506	554	295	323	380	440	494	541	583	380	380	408	449	494	537	576
408	380	380	408	449	494	537	323	295	323	380	440	494	541	295	204	204	295	380	449	506	204	0	204	323	408	473	527	295	204	204	295	380	449	506	323	295	323	380	440	494	541	408	380	380	408	449	494	537
449	408	380	380	408	449	494	380	323	295	323	380	440	494	380	295	204	204	295	380	449	323	204	0	204	323	408	473	380	295	204	204	295	380	449	380	323	295	323	380	440	494	449	408	380	380	408	449	494
494	449	408	380	380	408	449	440	380	323	295	323	380	440	449	380	295	204	204	295	380	408	323	204	0	204	323	408	449	380	295	204	204	295	380	440	380	323	295	323	380	440	494	449	408	380	380	408	449
537	494	449	408	380	380	408	494	440	380	323	295	323	380	506	449	380	295	204	204	295	473	408	323	204	0	204	323	506	449	380	295	204	204	295	494	440	380	323	295	323	380	537	494	449	408	380	380	408
576	537	494	449	408	380	380	541	494	440	380	323	295	323	554	506	449	380	295	204	204	527	473	408	323	204	0	204	554	506	449	380	295	204	204	541	494	440	380	323	295	323	576	537	494	449	408	380	380
612	576	537	494	449	408	380	583	541	494	440	380	323	295	595	554	506	449	380	295	204	572	527	473	408	323	204	0	595	554	506	449	380	295	204	583	541	494	440	380	323	295	612	576	537	494	449	408	380
440	449	473	506	541	576	609	380	408	449	494	537	576	612	295	323	380	440	494	541	583	204	295	380	449	506	554	595	0	204	323	408	473	527	572	204	295	380	449	506	554	595	295	323	380	440	494	541	583
449	440	449	473	506	541	576	380	380	408	449	494	537	576	323	295	323	380	440	494	541	204	204	295	380	449	506	554	204	0	204	323	408	473	527	204	204	295	380	449	506	554	323	295	323	380	440	494	541
473	449	440	449	473	506	541	408	380	380	408	449	494	537	380	323	295	323	380	440	494	295	204	204	295	380	449	506	323	204	0	204	323	408	473	295	204	204	295	380	449	506	380	323	295	323	380	440	494
506	473	449	440	449	473	506	449	408	380	380	408	449	494	440	380	323	295	323	380	440	380	295	204	204	295	380	449	408	323	204	0	204	323	408	380	295	204	204	295	380	449	440	380	323	295	323	380	440
541	506	473	449	440	449	473	494	449	408	380	380	408	449	494	440	380	323	295	323	380	449	380	295	204	204	295	380	473	408	323	204	0	204	323	449	380	295	204	204	295	380	494	440	380	323	295	323	380
576	541	506	473	449	440	449	537	494	449	408	380	380	408	541	494	440	380	323	295	323	506	449	380	295	204	204	295	527	473	408	323	204	0	204	506	449	380	295	204	204	295	541	494	440	380	323	295	323
609	576	541	506	473	449	440	576	537	494	449	408	380	380	583	541	494	440	380	323	295	554	506	449	380	295	204	204	572	527	473	408	323	204	0	554	506	449	380	295	204	204	583	541	494	440	380	323	295
494	494	506	527	554	583	612	440	449	473	506	541	576	609	380	380	408	449	494	537	576	295	323	380	440	494	541	583	204	204	295	380	449	506	554	0	204	323	408	473	527	572	204	204	295	380	449	506	554
506	494	494	506	527	554	583	449	440	449	473	506	541	576	408	380	380	408	449	494	537	323	295	323	380	440	494	541	295	204	204	295	380	449	506	204	0	204	323	408	473	527	295	204	204	295	380	449	506
527	506	494	494	506	527	554	473	449	440	449	473	506	541	449	408	380	380	408	449	494	380	323	295	323	380	440	494	380	295	204	204	295	380	449	323	204	0	204	323	408	473	380	295	204	204	295	380	449
554	527	506	494	494	506	527	506	473	449	440	449	473	506	494	449	408	380	380	408	449	440	380	323	295	323	380	440	449	380	295	204	204	295	380	408	323	204	0	204	323	408	449	380	295	204	204	295	380
583	554	527	506	494	494	506	541	506	473	449	440	449	473	537	494	449	408	380	380	408	494	440	380	323	295	323	380	506	449	380	295	204	204	295	473	408	323	204	0	204	323	506	449	380	295	204	204	295
612	583	554	527	506	494	494	576	541	506	473	449	440	449	576	537	494	449	408	380	380	541	494	440	380	323	295	323	554	506	449	380	295	204	204	527	473	408	323	204	0	204	554	506	449	380	295	204	204
640	612	583	554	527	506	494	609	576	541	506	473	449	440	612	576	537	494	449	408	380	583	541	494	440	380	323	295	595	554	506	449	380	295	204	572	527	473	408	323	204	0	595	554	506	449	380	295	204
537	541	554	572	595	619	644	494	506	527	554	583	612	640	440	449	473	506	541	576	609	380	408	449	494	537	576	612	295	323	380	440	494	541	583	204	295	380	449	506	554	595	0	204	323	408	473	527	572
541	537	541	554	572	595	619	494	494	506	527	554	583	612	449	440	449	473	506	541	576	380	380	408	449	494	537	576	323	295	323	380	440	494	541	204	204	295	380	449	506	554	204	0	204	323	408	473	527
554	541	537	541	554	572	595	506	494	494	506	527	554	583	473	449	440	449	473	506	541	408	380	380	408	449	494	537	380	323	295	323	380	440	494	295	204	204	295	380	449	506	323	204	0	204	323	408	473
572	554	541	537	541	554	572	527	506	494	494	506	527	554	506	473	449	440	449	473	506	449	408	380	380	408	449	494	440	380	323	295	323	380	440	380	295	204	204	295	380	449	408	323	204	0	204	323	408
595	572	554	541	537	541	554	554	527	506	494	494	506	527	541	506	473	449	440	449	473	494	449	408	380	380	408	449	494	440	380	323	295	323	380	449	380	295	204	204	295	380	473	408	323	204	0	204	323
619	595	572	554	541	537	541	583	554	527	506	494	494	506	576	541	506	473	449	440	449	537	494	449	408	380	380	408	541	494	440	380	323	295	323	506	449	380	295	204	204	295	527	473	408	323	204	0	204
644	619	595	572	554	541	537	612	583	554	527	506	494	494	609	576	541	506	473	449	440	576	537	494	449	408	380	380	583	541	494	440	380	323	295	554	506	449	380	295	204	204	572	527	473	408	323	204	0

